Local time,Open,High,Low,Close,Volume
29.05.2024 00:25:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:26:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:27:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:28:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:29:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:30:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:31:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:32:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:33:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:34:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:35:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:36:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:37:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:38:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:39:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:40:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:41:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:42:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:43:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:44:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:45:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:46:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:47:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:48:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:49:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:50:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:51:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:52:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:53:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:54:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:55:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:56:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:57:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:58:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 00:59:00.000 GMT+0300,2361.015,2361.015,2361.015,2361.015,0
29.05.2024 01:00:00.000 GMT+0300,2360.185,2361.595,2360.185,2361.595,18899.9996
29.05.2024 01:01:00.000 GMT+0300,2361.625,2362.105,2360.595,2360.595,22500.0009
29.05.2024 01:02:00.000 GMT+0300,2360.578,2360.795,2360.578,2360.578,15790.0006
29.05.2024 01:03:00.000 GMT+0300,2360.738,2360.965,2360.735,2360.775,11040.0002
29.05.2024 01:04:00.000 GMT+0300,2360.775,2360.775,2360.755,2360.775,9239.9996
29.05.2024 01:05:00.000 GMT+0300,2360.775,2360.965,2360.755,2360.775,9039.9999
29.05.2024 01:06:00.000 GMT+0300,2360.865,2360.865,2359.718,2360.755,7939.9999
29.05.2024 01:07:00.000 GMT+0300,2360.755,2360.955,2360.505,2360.755,5400.0001
29.05.2024 01:08:00.000 GMT+0300,2360.798,2360.798,2360.398,2360.398,4800.0002
29.05.2024 01:09:00.000 GMT+0300,2360.455,2360.755,2360.385,2360.575,9449.9998
29.05.2024 01:10:00.000 GMT+0300,2360.385,2360.815,2360.385,2360.815,10350.0001
29.05.2024 01:11:00.000 GMT+0300,2360.825,2361.215,2360.815,2361.015,14310.0005
29.05.2024 01:12:00.000 GMT+0300,2360.905,2360.975,2360.675,2360.775,15930.0007
29.05.2024 01:13:00.000 GMT+0300,2360.835,2361.195,2360.715,2361.135,15839.9995
29.05.2024 01:14:00.000 GMT+0300,2361.115,2361.245,2360.675,2361.245,10979.9998
29.05.2024 01:15:00.000 GMT+0300,2361.105,2361.365,2360.845,2360.915,6959.9999
29.05.2024 01:16:00.000 GMT+0300,2360.925,2361.145,2360.675,2361.125,4439.9998
29.05.2024 01:17:00.000 GMT+0300,2361.054,2361.054,2360.285,2360.475,7890
29.05.2024 01:18:00.000 GMT+0300,2360.485,2360.505,2360.115,2360.155,6600
29.05.2024 01:19:00.000 GMT+0300,2360.065,2360.205,2359.755,2359.775,6959.9999
29.05.2024 01:20:00.000 GMT+0300,2359.775,2359.845,2359.385,2359.535,4199.9999
29.05.2024 01:21:00.000 GMT+0300,2359.535,2359.905,2359.535,2359.905,3719.9999
29.05.2024 01:22:00.000 GMT+0300,2359.935,2360.185,2359.585,2359.695,3839.9999
29.05.2024 01:23:00.000 GMT+0300,2359.645,2360.175,2359.585,2360.175,6120
29.05.2024 01:24:00.000 GMT+0300,2360.215,2360.435,2359.915,2359.925,5640.0001
29.05.2024 01:25:00.000 GMT+0300,2359.925,2360.035,2359.205,2359.695,14759.9997
29.05.2024 01:26:00.000 GMT+0300,2359.695,2359.845,2359.365,2359.445,5100.0002
29.05.2024 01:27:00.000 GMT+0300,2359.365,2359.385,2358.745,2359.005,9689.9997
29.05.2024 01:28:00.000 GMT+0300,2359.005,2359.445,2358.995,2359.345,3120
29.05.2024 01:29:00.000 GMT+0300,2359.355,2359.745,2359.355,2359.505,3000
29.05.2024 01:30:00.000 GMT+0300,2359.555,2359.555,2359.205,2359.345,6120
29.05.2024 01:31:00.000 GMT+0300,2359.325,2359.385,2359.075,2359.075,2550.0001
29.05.2024 01:32:00.000 GMT+0300,2358.988,2359.115,2358.885,2358.985,4800.0002
29.05.2024 01:33:00.000 GMT+0300,2358.955,2358.955,2358.775,2358.825,1200.0001
29.05.2024 01:34:00.000 GMT+0300,2358.785,2358.885,2358.705,2358.845,2219.9999
29.05.2024 01:35:00.000 GMT+0300,2358.845,2359.365,2358.845,2359.085,4800.0002
29.05.2024 01:36:00.000 GMT+0300,2359.065,2359.445,2358.985,2359.445,3719.9999
29.05.2024 01:37:00.000 GMT+0300,2359.425,2359.525,2359.285,2359.525,4199.9999
29.05.2024 01:38:00.000 GMT+0300,2359.495,2359.535,2359.345,2359.365,2400.0001
29.05.2024 01:39:00.000 GMT+0300,2359.375,2359.375,2359.045,2359.075,3480
29.05.2024 01:40:00.000 GMT+0300,2359.035,2359.115,2358.835,2358.835,5400.0001
29.05.2024 01:41:00.000 GMT+0300,2358.845,2358.895,2358.765,2358.775,3450
29.05.2024 01:42:00.000 GMT+0300,2358.795,2359.015,2358.705,2358.765,4410.0001
29.05.2024 01:43:00.000 GMT+0300,2358.725,2358.775,2358.695,2358.695,1440
29.05.2024 01:44:00.000 GMT+0300,2358.675,2358.675,2358.615,2358.665,2159.9999
29.05.2024 01:45:00.000 GMT+0300,2358.625,2358.625,2358.555,2358.555,1320
29.05.2024 01:46:00.000 GMT+0300,2358.575,2358.735,2358.565,2358.585,2670.0001
29.05.2024 01:47:00.000 GMT+0300,2358.665,2358.695,2358.665,2358.695,960
29.05.2024 01:48:00.000 GMT+0300,2358.685,2358.745,2358.055,2358.075,3779.9999
29.05.2024 01:49:00.000 GMT+0300,2358.155,2358.675,2358.155,2358.395,6060
29.05.2024 01:50:00.000 GMT+0300,2358.405,2358.505,2358.195,2358.195,2520.0001
29.05.2024 01:51:00.000 GMT+0300,2358.205,2358.205,2357.935,2358.195,3659.9999
29.05.2024 01:52:00.000 GMT+0300,2358.205,2358.265,2358.115,2358.125,3360
29.05.2024 01:53:00.000 GMT+0300,2358.125,2358.325,2357.995,2358.295,4079.9999
29.05.2024 01:54:00.000 GMT+0300,2358.215,2358.375,2358.135,2358.365,3360
29.05.2024 01:55:00.000 GMT+0300,2358.335,2358.485,2358.295,2358.385,5010
29.05.2024 01:56:00.000 GMT+0300,2358.385,2358.425,2358.135,2358.135,2039.9999
29.05.2024 01:57:00.000 GMT+0300,2358.235,2358.425,2358.235,2358.355,3120
29.05.2024 01:58:00.000 GMT+0300,2358.305,2358.755,2358.305,2358.755,9689.9997
29.05.2024 01:59:00.000 GMT+0300,2358.755,2359.165,2358.715,2359.055,24960.0001
29.05.2024 02:00:00.000 GMT+0300,2359.055,2359.075,2358.625,2358.645,24599.9992
29.05.2024 02:01:00.000 GMT+0300,2358.625,2358.668,2357.965,2357.965,26610.0001
29.05.2024 02:02:00.000 GMT+0300,2357.985,2358.678,2357.985,2358.448,20700.0002
29.05.2024 02:03:00.000 GMT+0300,2358.475,2358.568,2358.365,2358.378,12179.9996
29.05.2024 02:04:00.000 GMT+0300,2358.448,2358.505,2358.378,2358.455,8910.0003
29.05.2024 02:05:00.000 GMT+0300,2358.445,2358.675,2358.395,2358.458,23790
29.05.2024 02:06:00.000 GMT+0300,2358.495,2358.735,2358.268,2358.735,22199.9995
29.05.2024 02:07:00.000 GMT+0300,2358.705,2358.775,2358.595,2358.605,15300.0001
29.05.2024 02:08:00.000 GMT+0300,2358.605,2358.605,2358.205,2358.255,16200.0004
29.05.2024 02:09:00.000 GMT+0300,2358.245,2358.495,2358.125,2358.275,30419.9997
29.05.2024 02:10:00.000 GMT+0300,2358.285,2358.525,2358.175,2358.325,6870.0002
29.05.2024 02:11:00.000 GMT+0300,2358.405,2358.515,2358.405,2358.425,1320
29.05.2024 02:12:00.000 GMT+0300,2358.465,2358.675,2358.425,2358.625,960
29.05.2024 02:13:00.000 GMT+0300,2358.655,2358.705,2358.585,2358.615,1200.0001
29.05.2024 02:14:00.000 GMT+0300,2358.685,2359.165,2358.625,2359.075,2039.9999
29.05.2024 02:15:00.000 GMT+0300,2359.075,2359.075,2358.595,2358.705,5880.0001
29.05.2024 02:16:00.000 GMT+0300,2358.805,2358.965,2358.695,2358.695,9540
29.05.2024 02:17:00.000 GMT+0300,2358.605,2358.878,2358.605,2358.875,3689.9999
29.05.2024 02:18:00.000 GMT+0300,2358.865,2358.885,2358.828,2358.828,5669.9999
29.05.2024 02:19:00.000 GMT+0300,2358.828,2358.888,2358.804,2358.828,5789.9999
29.05.2024 02:20:00.000 GMT+0300,2358.895,2358.905,2358.828,2358.828,7950.0005
29.05.2024 02:21:00.000 GMT+0300,2358.835,2359.065,2358.828,2358.985,6450.0002
29.05.2024 02:22:00.000 GMT+0300,2358.995,2358.995,2358.828,2358.828,7230.0001
29.05.2024 02:23:00.000 GMT+0300,2358.828,2358.998,2358.764,2358.915,5309.9999
29.05.2024 02:24:00.000 GMT+0300,2358.905,2359.185,2358.655,2358.895,8940.0001
29.05.2024 02:25:00.000 GMT+0300,2358.935,2359.335,2358.935,2359.335,2610.0001
29.05.2024 02:26:00.000 GMT+0300,2359.325,2359.325,2359.155,2359.185,1560
29.05.2024 02:27:00.000 GMT+0300,2359.215,2359.418,2359.168,2359.228,3719.9999
29.05.2024 02:28:00.000 GMT+0300,2359.228,2359.258,2359.208,2359.228,2640.0001
29.05.2024 02:29:00.000 GMT+0300,2359.228,2359.338,2359.105,2359.288,5100.0002
29.05.2024 02:30:00.000 GMT+0300,2359.258,2359.328,2359.108,2359.228,3790
29.05.2024 02:31:00.000 GMT+0300,2359.248,2359.518,2359.238,2359.518,2249.9999
29.05.2024 02:32:00.000 GMT+0300,2359.518,2360.068,2359.288,2359.724,10320.0004
29.05.2024 02:33:00.000 GMT+0300,2359.675,2360.458,2359.675,2360.105,19260.0004
29.05.2024 02:34:00.000 GMT+0300,2360.065,2360.085,2359.758,2359.918,8790.0003
29.05.2024 02:35:00.000 GMT+0300,2359.918,2359.918,2359.405,2359.435,23790
29.05.2024 02:36:00.000 GMT+0300,2359.435,2359.865,2359.435,2359.798,13170.0002
29.05.2024 02:37:00.000 GMT+0300,2359.805,2360.228,2359.625,2360.155,20190.0005
29.05.2024 02:38:00.000 GMT+0300,2360.075,2360.765,2359.934,2360.065,16179.9993
29.05.2024 02:39:00.000 GMT+0300,2360.065,2360.105,2359.535,2359.855,8820.0001
29.05.2024 02:40:00.000 GMT+0300,2359.815,2360.135,2359.735,2359.825,4800.0002
29.05.2024 02:41:00.000 GMT+0300,2359.825,2360.115,2359.735,2360.105,4079.9999
29.05.2024 02:42:00.000 GMT+0300,2360.065,2360.475,2359.895,2360.148,16049.9997
29.05.2024 02:43:00.000 GMT+0300,2360.148,2360.168,2359.565,2359.575,12720
29.05.2024 02:44:00.000 GMT+0300,2359.615,2359.615,2359.365,2359.445,3599.9999
29.05.2024 02:45:00.000 GMT+0300,2359.525,2359.645,2359.205,2359.555,4890
29.05.2024 02:46:00.000 GMT+0300,2359.505,2359.955,2359.505,2359.815,6120
29.05.2024 02:47:00.000 GMT+0300,2359.855,2360.305,2359.735,2359.735,9780
29.05.2024 02:48:00.000 GMT+0300,2359.765,2360.265,2359.765,2360.045,7770
29.05.2024 02:49:00.000 GMT+0300,2360.025,2360.205,2359.548,2359.558,29999.9993
29.05.2024 02:50:00.000 GMT+0300,2359.558,2359.558,2359.078,2359.175,15390.0003
29.05.2024 02:51:00.000 GMT+0300,2359.155,2359.335,2359.155,2359.175,4860.0002
29.05.2024 02:52:00.000 GMT+0300,2359.175,2359.195,2358.915,2358.915,7379.9998
29.05.2024 02:53:00.000 GMT+0300,2358.975,2359.305,2358.748,2359.085,17699.9997
29.05.2024 02:54:00.000 GMT+0300,2359.265,2359.295,2358.568,2359.005,23339.9998
29.05.2024 02:55:00.000 GMT+0300,2359.055,2359.105,2358.915,2358.965,1560
29.05.2024 02:56:00.000 GMT+0300,2358.935,2359.255,2358.885,2359.075,2820.0001
29.05.2024 02:57:00.000 GMT+0300,2359.165,2359.615,2359.125,2359.615,4679.9998
29.05.2024 02:58:00.000 GMT+0300,2359.665,2359.825,2359.475,2359.785,4139.9999
29.05.2024 02:59:00.000 GMT+0300,2359.845,2359.915,2359.585,2359.685,4079.9999
29.05.2024 03:00:00.000 GMT+0300,2359.495,2360.035,2359.255,2360.005,14220.0002
29.05.2024 03:01:00.000 GMT+0300,2360.075,2360.695,2360.075,2360.565,21660.0001
29.05.2024 03:02:00.000 GMT+0300,2360.485,2360.615,2360.295,2360.548,18449.9994
29.05.2024 03:03:00.000 GMT+0300,2360.528,2360.678,2360.135,2360.135,19799.9999
29.05.2024 03:04:00.000 GMT+0300,2360.135,2360.348,2359.968,2359.978,15180.0001
29.05.2024 03:05:00.000 GMT+0300,2359.938,2360.915,2359.918,2360.745,12330.0003
29.05.2024 03:06:00.000 GMT+0300,2360.808,2360.845,2360.485,2360.588,15089.9999
29.05.2024 03:07:00.000 GMT+0300,2360.578,2360.748,2360.275,2360.548,20460.0003
29.05.2024 03:08:00.000 GMT+0300,2360.525,2360.548,2360.295,2360.418,17820.0006
29.05.2024 03:09:00.000 GMT+0300,2360.438,2360.588,2360.285,2360.308,15119.9996
29.05.2024 03:10:00.000 GMT+0300,2360.328,2360.378,2360.145,2360.208,16920.0003
29.05.2024 03:11:00.000 GMT+0300,2360.258,2360.405,2360.145,2360.405,9150.0003
29.05.2024 03:12:00.000 GMT+0300,2360.495,2360.495,2360.145,2360.365,9300
29.05.2024 03:13:00.000 GMT+0300,2360.358,2360.775,2360.245,2360.398,16079.9995
29.05.2024 03:14:00.000 GMT+0300,2360.398,2360.558,2360.198,2360.225,7739.9998
29.05.2024 03:15:00.000 GMT+0300,2360.238,2360.465,2360.108,2360.228,24210.0004
29.05.2024 03:16:00.000 GMT+0300,2360.228,2360.528,2360.155,2360.515,23250.0006
29.05.2024 03:17:00.000 GMT+0300,2360.445,2360.668,2360.415,2360.558,22229.9993
29.05.2024 03:18:00.000 GMT+0300,2360.578,2360.658,2360.488,2360.568,19799.9999
29.05.2024 03:19:00.000 GMT+0300,2360.568,2360.628,2360.445,2360.528,17640.0002
29.05.2024 03:20:00.000 GMT+0300,2360.495,2360.548,2360.148,2360.168,15569.9998
29.05.2024 03:21:00.000 GMT+0300,2360.168,2360.218,2359.858,2359.918,17999.9992
29.05.2024 03:22:00.000 GMT+0300,2359.888,2359.938,2359.495,2359.495,28979.9999
29.05.2024 03:23:00.000 GMT+0300,2359.495,2359.705,2359.418,2359.668,31709.9988
29.05.2024 03:24:00.000 GMT+0300,2359.658,2359.668,2359.215,2359.255,21330.0008
29.05.2024 03:25:00.000 GMT+0300,2359.308,2359.308,2358.975,2359.205,24480.0001
29.05.2024 03:26:00.000 GMT+0300,2359.248,2359.328,2359.118,2359.155,30270.0009
29.05.2024 03:27:00.000 GMT+0300,2359.188,2359.198,2358.758,2358.758,24839.9992
29.05.2024 03:28:00.000 GMT+0300,2358.848,2359.118,2358.734,2358.918,24930.0003
29.05.2024 03:29:00.000 GMT+0300,2358.898,2359.108,2358.808,2358.878,24119.9993
29.05.2024 03:30:00.000 GMT+0300,2358.835,2359.428,2358.835,2359.205,36299.9998
29.05.2024 03:31:00.000 GMT+0300,2359.145,2359.418,2359.145,2359.375,24749.9999
29.05.2024 03:32:00.000 GMT+0300,2359.398,2359.498,2358.995,2359.018,25949.9997
29.05.2024 03:33:00.000 GMT+0300,2358.995,2359.098,2358.805,2358.838,24749.9999
29.05.2024 03:34:00.000 GMT+0300,2358.838,2358.868,2358.348,2358.348,14039.9998
29.05.2024 03:35:00.000 GMT+0300,2358.345,2358.368,2357.848,2358.028,16739.9999
29.05.2024 03:36:00.000 GMT+0300,2358.015,2358.128,2357.895,2357.975,13199.9999
29.05.2024 03:37:00.000 GMT+0300,2357.945,2358.295,2357.945,2358.135,11520.0002
29.05.2024 03:38:00.000 GMT+0300,2358.208,2358.218,2357.835,2358.008,9239.9996
29.05.2024 03:39:00.000 GMT+0300,2357.985,2358.178,2357.965,2358.028,13829.9996
29.05.2024 03:40:00.000 GMT+0300,2358.028,2358.308,2358.028,2358.255,13199.9999
29.05.2024 03:41:00.000 GMT+0300,2358.288,2358.658,2358.135,2358.135,14490
29.05.2024 03:42:00.000 GMT+0300,2358.138,2358.155,2357.808,2357.958,21509.9994
29.05.2024 03:43:00.000 GMT+0300,2357.855,2357.935,2357.495,2357.628,11939.9996
29.05.2024 03:44:00.000 GMT+0300,2357.605,2357.795,2357.475,2357.475,6959.9999
29.05.2024 03:45:00.000 GMT+0300,2357.485,2357.805,2357.375,2357.775,11099.9998
29.05.2024 03:46:00.000 GMT+0300,2357.775,2357.895,2357.545,2357.635,11160.0002
29.05.2024 03:47:00.000 GMT+0300,2357.635,2357.955,2357.505,2357.885,9209.9998
29.05.2024 03:48:00.000 GMT+0300,2357.885,2358.385,2357.885,2358.385,10259.9999
29.05.2024 03:49:00.000 GMT+0300,2358.385,2358.395,2358.165,2358.215,7619.9998
29.05.2024 03:50:00.000 GMT+0300,2358.325,2358.345,2357.915,2358.115,11520.0002
29.05.2024 03:51:00.000 GMT+0300,2358.095,2358.215,2357.915,2358.215,9720.0004
29.05.2024 03:52:00.000 GMT+0300,2358.165,2358.505,2358.165,2358.335,11370.0004
29.05.2024 03:53:00.000 GMT+0300,2358.305,2358.365,2357.665,2357.665,14159.9998
29.05.2024 03:54:00.000 GMT+0300,2357.675,2358.095,2357.575,2357.925,12720
29.05.2024 03:55:00.000 GMT+0300,2357.895,2357.935,2357.655,2357.655,6959.9999
29.05.2024 03:56:00.000 GMT+0300,2357.695,2357.725,2357.335,2357.355,13799.9998
29.05.2024 03:57:00.000 GMT+0300,2357.378,2357.565,2357.335,2357.335,7019.9999
29.05.2024 03:58:00.000 GMT+0300,2357.315,2357.588,2357.215,2357.575,8489.9999
29.05.2024 03:59:00.000 GMT+0300,2357.575,2357.715,2357.305,2357.715,16020
29.05.2024 04:00:00.000 GMT+0300,2357.715,2358.095,2356.235,2357.695,59069.9986
29.05.2024 04:01:00.000 GMT+0300,2357.685,2358.935,2357.685,2357.945,39149.9996
29.05.2024 04:02:00.000 GMT+0300,2357.975,2358.655,2357.895,2358.645,35160.0014
29.05.2024 04:03:00.000 GMT+0300,2358.645,2358.915,2357.565,2357.765,42810.0005
29.05.2024 04:04:00.000 GMT+0300,2357.805,2358.105,2357.165,2357.675,35700.0008
29.05.2024 04:05:00.000 GMT+0300,2357.675,2358.565,2357.585,2358.365,29999.9993
29.05.2024 04:06:00.000 GMT+0300,2358.365,2358.855,2358.275,2358.845,25200
29.05.2024 04:07:00.000 GMT+0300,2358.845,2359.095,2357.565,2357.595,24839.9992
29.05.2024 04:08:00.000 GMT+0300,2357.565,2357.565,2357.025,2357.315,25380.0005
29.05.2024 04:09:00.000 GMT+0300,2357.315,2358.435,2356.865,2358.065,36570.0014
29.05.2024 04:10:00.000 GMT+0300,2358.145,2358.145,2357.395,2357.395,16200.0004
29.05.2024 04:11:00.000 GMT+0300,2357.385,2357.645,2356.975,2357.265,16079.9995
29.05.2024 04:12:00.000 GMT+0300,2357.275,2357.685,2357.265,2357.595,17100.0008
29.05.2024 04:13:00.000 GMT+0300,2357.575,2357.915,2357.285,2357.585,17999.9992
29.05.2024 04:14:00.000 GMT+0300,2357.685,2357.805,2357.215,2357.475,17100.0008
29.05.2024 04:15:00.000 GMT+0300,2357.515,2358.155,2357.355,2357.685,17850.0004
29.05.2024 04:16:00.000 GMT+0300,2357.725,2357.985,2357.345,2357.565,14279.9998
29.05.2024 04:17:00.000 GMT+0300,2357.495,2357.855,2357.165,2357.348,12840
29.05.2024 04:18:00.000 GMT+0300,2357.445,2357.445,2356.815,2357.015,17670
29.05.2024 04:19:00.000 GMT+0300,2357.038,2357.268,2356.838,2357.168,33780.0011
29.05.2024 04:20:00.000 GMT+0300,2357.108,2357.398,2356.935,2356.935,21150.0004
29.05.2024 04:21:00.000 GMT+0300,2356.918,2357.405,2356.545,2357.405,29489.9996
29.05.2024 04:22:00.000 GMT+0300,2357.405,2358.415,2357.335,2358.335,15390.0003
29.05.2024 04:23:00.000 GMT+0300,2358.335,2358.488,2358.028,2358.225,22619.9999
29.05.2024 04:24:00.000 GMT+0300,2358.235,2358.258,2357.715,2357.908,15839.9995
29.05.2024 04:25:00.000 GMT+0300,2357.905,2358.635,2357.905,2358.315,25650.0002
29.05.2024 04:26:00.000 GMT+0300,2358.335,2358.558,2358.115,2358.438,37919.9982
29.05.2024 04:27:00.000 GMT+0300,2358.455,2358.518,2357.485,2358.035,48810.0015
29.05.2024 04:28:00.000 GMT+0300,2358.028,2358.368,2357.848,2358.078,36959.9983
29.05.2024 04:29:00.000 GMT+0300,2358.045,2358.115,2357.528,2357.868,37140.0006
29.05.2024 04:30:00.000 GMT+0300,2357.868,2358.435,2357.555,2358.155,49350.0009
29.05.2024 04:31:00.000 GMT+0300,2358.155,2359.355,2358.135,2359.005,31709.9988
29.05.2024 04:32:00.000 GMT+0300,2358.995,2359.075,2358.695,2358.835,28470.0003
29.05.2024 04:33:00.000 GMT+0300,2358.855,2358.995,2357.885,2358.108,41099.9991
29.05.2024 04:34:00.000 GMT+0300,2358.065,2358.188,2357.308,2357.938,36120.0012
29.05.2024 04:35:00.000 GMT+0300,2357.925,2357.925,2357.115,2357.458,31169.9994
29.05.2024 04:36:00.000 GMT+0300,2357.468,2357.468,2356.848,2357.048,48539.9999
29.05.2024 04:37:00.000 GMT+0300,2357.005,2357.358,2356.968,2357.225,52379.9993
29.05.2024 04:38:00.000 GMT+0300,2357.245,2358.115,2357.245,2357.815,68099.9979
29.05.2024 04:39:00.000 GMT+0300,2357.835,2357.958,2357.368,2357.388,33569.999
29.05.2024 04:40:00.000 GMT+0300,2357.385,2357.808,2357.268,2357.635,45839.9989
29.05.2024 04:41:00.000 GMT+0300,2357.615,2357.615,2357.155,2357.458,38249.9993
29.05.2024 04:42:00.000 GMT+0300,2357.458,2357.615,2356.728,2356.818,36180.0008
29.05.2024 04:43:00.000 GMT+0300,2356.815,2356.815,2356.035,2356.048,52230.0005
29.05.2024 04:44:00.000 GMT+0300,2356.098,2356.118,2355.568,2356.118,65250.0018
29.05.2024 04:45:00.000 GMT+0300,2356.015,2356.915,2355.788,2356.835,59730.0008
29.05.2024 04:46:00.000 GMT+0300,2356.835,2356.925,2356.615,2356.905,59030.0001
29.05.2024 04:47:00.000 GMT+0300,2356.868,2356.868,2355.908,2356.038,55470.001
29.05.2024 04:48:00.000 GMT+0300,2356.038,2356.508,2355.995,2356.308,43049.9986
29.05.2024 04:49:00.000 GMT+0300,2356.265,2356.428,2356.028,2356.198,37650.0003
29.05.2024 04:50:00.000 GMT+0300,2356.218,2356.258,2356.025,2356.255,33750.0013
29.05.2024 04:51:00.000 GMT+0300,2356.245,2356.595,2356.115,2356.548,35429.9992
29.05.2024 04:52:00.000 GMT+0300,2356.515,2357.265,2356.515,2356.825,56970.0003
29.05.2024 04:53:00.000 GMT+0300,2356.828,2357.015,2356.395,2356.405,41039.9996
29.05.2024 04:54:00.000 GMT+0300,2356.438,2356.438,2356.125,2356.235,45899.9984
29.05.2024 04:55:00.000 GMT+0300,2356.195,2356.335,2355.815,2356.305,48089.9997
29.05.2024 04:56:00.000 GMT+0300,2356.275,2356.278,2355.905,2356.128,49679.9983
29.05.2024 04:57:00.000 GMT+0300,2356.115,2356.665,2355.828,2356.665,63809.9983
